Site,715,N_scars,Length,Proximal_width,Medial_width,Distal_width,Thickness_at_medial,Platform_width,Platform_thickness,raw_material,raw_mat_simplified,Chert,Igneous,Other,Quartzite,N,E,Min,Mid,Max,Type,Prop_RT_Core,Count_RT_Core,Elongation,Convergence,PlatformArea,DorsalSA_TwoTrapezoids,Dorsal scar pattern,Region
Ksar Akil 28A,2088,7,40.63,41.12,37.18,12.91,8.16,41.98,11.05,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.092791824,2.88,463.879,1304.121425,Centripetal,Levant
Ksar Akil 28A,2256,5,53.62,38.74,37.13,30.19,4.49,25.09,4.72,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.444115271,1.23,118.4248,1919.46195,Centripetal,Levant
Ksar Akil 28A,2502,5,53.01,18.78,24.39,10.52,7.64,15.81,6.8,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,2.173431734,2.32,107.508,1034.7552,Centripetal,Levant
Ksar Akil 28A,2551,6,53.43,37.2,43.01,47.48,4.73,28.92,,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.24226924,0.91,0,2280.12525,Centripetal,Levant
Ksar Akil 28A,2649,11,89.99,23.7,39.02,37.97,8.05,23.89,7.54,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,2.306253203,1.03,180.1306,3143.125725,Centripetal,Levant
MDF-61,25,7,68.05,17.37,38.67,16.34,9.09,16.76,4.69,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.759762089,2.37,78.6044,1889.238125,Centripetal,Arabia
MDF-61,32,6,52.44,30.02,43.01,7.63,7.19,23.44,5.49,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.219251337,5.64,128.6856,1621.3137,Centripetal,Arabia
MDF-61,81,5,55.77,25.46,28.29,20.07,8.35,24.52,6.29,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.971367975,1.41,154.2308,1423.668675,Centripetal,Arabia
MDF-61,164,4,59.34,38.54,40.38,34.33,7.52,35.64,8.46,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.469539376,1.18,301.5144,2279.10105,Centripetal,Arabia
MDF-61,601,6,57.18,40.51,57.81,41.77,8.59,38.3,6.63,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,0.989102231,1.38,253.929,2828.9805,Centripetal,Arabia
MDF-61,808,6,42.53,33.09,26.57,7.87,8.16,35.2,8.71,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.600677456,3.38,306.592,1000.51825,Centripetal,Arabia
MDF-61,812,6,38.95,31.6,44.18,34.47,6.87,,,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,0.881620643,1.28,0,1503.762125,Centripetal,Arabia
MDF-61,813,6,36.9,26.53,43.74,29.63,6.68,22.87,8.13,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,0.843621399,1.48,185.9331,1325.079,Centripetal,Arabia
MDF-61,832,4,44.08,20.12,40.95,33.78,6.41,18.5,9.94,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.076434676,1.21,183.89,1496.516,Centripetal,Arabia
MDF-61,833,9,75.51,46.75,45.18,45.97,9.03,37.66,11.62,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.671314741,0.98,437.6092,3456.0927,Centripetal,Arabia
MDF-61,842,11,69.84,43.08,59.1,40.7,15.22,29.38,7.14,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.181725888,1.45,209.7732,3526.5708,Centripetal,Arabia
MDF-61,843,6,41.93,34.21,42.1,40.37,7.03,36.28,11.15,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,0.995961995,1.04,404.522,1664.41135,Centripetal,Arabia
MDF-61,848,7,45.88,30.57,59.04,57.26,7.75,32.12,9.38,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,0.777100271,1.03,301.2856,2361.7877,Centripetal,Arabia
MDF-61,853,7,48.82,22.96,43.57,25.08,7.7,16.67,8.88,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.120495754,1.74,148.0296,1649.8719,Centripetal,Arabia
MDF-61,856,9,47.56,20.6,43.87,47.07,8.11,19.25,8.71,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.08411215,0.93,167.6675,1847.8249,Centripetal,Arabia
MDF-61,868,9,55.63,22.98,43.87,25.27,7.73,18.7,8.17,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.268064737,1.74,152.779,1891.280925,Centripetal,Arabia
MDF-61,872,9,61.14,26.56,35.93,32.39,10.41,20.14,8.6,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.701642082,1.11,173.204,1999.43085,Centripetal,Arabia
MDF-61,882,8,61.6,26.28,39.04,35.61,9.48,23.04,9.73,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.577868852,1.1,224.1792,2155.538,Centripetal,Arabia
MDF-61,883,6,58.98,47.51,53.85,43.02,13.63,41.91,12.78,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.095264624,1.25,535.6098,2922.90135,Centripetal,Arabia
MDF-61,895,6,48.48,33.99,36.35,18.28,9.45,20.52,5.45,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.333700138,1.99,111.834,1514.6364,Centripetal,Arabia
MDF-61,899,7,67.18,38.84,44.84,23.91,9.12,37.57,8.1,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.498215879,1.88,304.317,2560.06185,Centripetal,Arabia
MDF-61,911,4,57.54,41.43,53.87,39.57,6.99,37.73,7.19,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.068126972,1.36,271.2787,2715.0249,Centripetal,Arabia
MDF-61,915,6,56.79,36.33,54.99,13.77,10.6,36.14,12.4,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.032733224,3.99,448.136,2272.7358,Centripetal,Arabia
MDF-61,919,5,42.42,30.15,38.88,32.56,8.03,21.74,8.78,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.091049383,1.19,190.8772,1489.68435,Centripetal,Arabia
MDF-61,923,5,53.98,39.25,50.17,36.61,11.1,35.75,11.82,quartzite,Quartzite,0,0,0,1,18.55,45.3,80,85,90,0,0.377990431,209,1.075941798,1.37,422.565,2377.819,Centripetal,Arabia
MDF-61,925,6,63.29,42.88,50.07,34.58,12.1,17.75,11.97,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.264030357,1.45,212.4675,2810.076,Centripetal,Arabia
MDF-61,927,10,45.1,25.16,36.32,31.72,10.81,23.95,10.39,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.241740088,1.15,248.8405,1460.338,Centripetal,Arabia
MDF-61,936,6,47.76,39.9,37.47,33.97,4.82,27.27,4.98,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.274619696,1.1,135.8046,1776.7914,Centripetal,Arabia
MDF-61,940,5,39.73,32.11,38.26,31.22,7.1,21.48,5.36,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.038421328,1.23,115.1328,1389.060125,Centripetal,Arabia
MDF-61,941,9,52.64,48.62,59.08,54.65,12.09,42.47,10.43,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,0.890995261,1.08,442.9621,2914.0188,Centripetal,Arabia
MDF-61,942,5,47.74,22.15,41.79,36.15,7.81,19.53,7.76,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.142378559,1.16,151.5528,1693.3378,Centripetal,Arabia
MDF-61,952,9,72.09,62.43,55.97,46.71,11.5,38.29,10.96,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.288011435,1.2,419.6584,3984.4143,Centripetal,Arabia
MDF-61,955,8,54.57,47.28,47.11,47.42,9.31,38.03,12.22,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.158352791,0.99,464.7266,2577.3411,Centripetal,Arabia
MDF-61,959,6,50.11,27.41,47.51,41.19,11.18,30.01,7.54,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.054725321,1.15,226.2754,2049.74955,Centripetal,Arabia
MDF-61,966,5,44.56,18.75,32.53,27.93,5.67,17.15,5.22,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.369812481,1.16,89.523,1244.7836,Centripetal,Arabia
MDF-61,968,7,58.61,27.86,38.68,34.7,8.23,12.62,5.79,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.515253361,1.11,73.0698,2050.1778,Centripetal,Arabia
MDF-61,969,8,48.67,33.08,43.93,44.67,9.16,21.18,7.05,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.10789893,0.98,149.319,2015.059675,Centripetal,Arabia
MDF-61,972,5,45.03,22.83,40.99,31.23,7.4,20.99,7.67,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.098560625,1.31,160.9933,1531.4703,Centripetal,Arabia
MDF-61,976,4,49.39,45.64,53.76,49.04,13.86,37.19,11.6,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,0.918712798,1.1,431.404,2496.6645,Centripetal,Arabia
MDF-61,984,8,53.9,26.99,41.62,15.09,13.04,25.55,11.99,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.295050457,2.76,306.3445,1688.687,Centripetal,Arabia
MDF-61,986,7,55.18,30.29,43.81,43.32,8.58,21.94,5.73,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.259529788,1.01,125.7162,2224.16785,Centripetal,Arabia
MDF-61,1027,5,25.07,25.18,24.48,16.76,6.99,23.25,7.24,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.024101307,1.46,168.33,569.71575,Centripetal,Arabia
MDF-61,1035,7,49.59,32.53,47.12,42.68,12,33.41,13.08,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.052419355,1.1,437.0028,2100.756375,Centripetal,Arabia
MDF-61,1205,6,58.14,40.92,55.68,53.06,7.15,22.97,4.48,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.044181034,1.05,102.9056,2984.6169,Centripetal,Arabia
MDF-61,1207,7,62.07,44.64,51.86,57.19,11.13,29.42,6.52,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.196876205,0.91,191.8184,3189.622125,Centripetal,Arabia
MDF-61,1208,6,47.54,24.98,33.4,29.7,8.08,20.73,7.94,quartzite,Quartzite,0,0,0,1,18.55,45.3,80,85,90,0,0.377990431,209,1.423353293,1.12,164.5962,1443.7898,Centripetal,Arabia
MDF-61,1211,5,58.38,31.35,41.02,31.05,8.11,25.66,8.88,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.423208191,1.32,227.8608,2108.1018,Centripetal,Arabia
MDF-61,1216,6,54.38,38.93,50.45,45.63,11.59,37.44,11.42,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.07789891,1.11,427.5648,2521.3287,Centripetal,Arabia
MDF-61,1219,6,55.16,35.48,39.75,32.82,8.46,34.69,8.33,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.387672956,1.21,288.9677,2038.162,Centripetal,Arabia
MDF-61,1220,5,56.62,36.79,39.04,17.07,8.51,33.12,7.67,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.450307377,2.29,254.0304,1867.6107,Centripetal,Arabia
MDF-61,1221,5,83.39,39.01,59.3,41.35,10.23,32.75,13.53,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.40623946,1.43,443.1075,4147.8186,Centripetal,Arabia
MDF-61,1225,5,63.08,34.84,47.14,44.84,6.21,30.14,10.38,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.338141706,1.05,312.8532,2743.3492,Centripetal,Arabia
MDF-61,1227,5,63.23,43.32,58.51,49.48,11.54,42.75,11.83,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.080669971,1.18,505.7325,3316.72965,Centripetal,Arabia
MDF-61,1230,11,65.17,28.07,33.11,30.47,7.68,24.24,10.43,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.968287526,1.09,252.8232,2032.6523,Centripetal,Arabia
MDF-61,1233,7,76.49,35.44,33.47,15.68,7.73,19.58,5.4,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,2.285330146,2.13,105.732,2257.60235,Centripetal,Arabia
MDF-61,1236,7,64.32,34.86,41.58,33.91,6.65,31.84,8.65,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.546897547,1.23,275.416,2443.0344,Centripetal,Arabia
MDF-61,1237,7,50.65,35.28,46.96,45.56,6.67,36.68,12.51,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.078577513,1.03,458.8668,2212.8985,Centripetal,Arabia
MDF-61,1243,6,64.66,33.63,51.38,41.7,10.66,28.18,7.43,quartzite,Quartzite,0,0,0,1,18.55,45.3,80,85,90,0,0.377990431,209,1.258466329,1.23,209.3774,2878.82485,Centripetal,Arabia
MDF-61,1252,7,63.21,27.15,37.22,4.68,8.42,23.73,10.47,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.698280494,7.95,248.4531,1679.331675,Centripetal,Arabia
MDF-61,1254,8,78.87,36.41,57.85,36.92,12.06,21.53,9.52,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.3633535,1.57,204.9656,3727.199025,Centripetal,Arabia
MDF-61,1255,7,51.66,22.67,48.99,29.65,7.96,20.04,10.22,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.054500919,1.65,204.8088,1941.1245,Centripetal,Arabia
MDF-61,1256,6,61.51,32.43,47.99,33.78,10.16,30.39,11.36,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.281725359,1.42,345.2304,2494.076725,Centripetal,Arabia
MDF-61,1258,6,51.42,30.53,33.77,32.29,8.17,17.83,7.3,quartzite,Quartzite,0,0,0,1,18.55,45.3,80,85,90,0,0.377990431,209,1.522653243,1.05,130.159,1675.7778,Centripetal,Arabia
MDF-61,1263,9,55.75,34.95,36.26,29.4,6.69,31.07,10.81,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.537506895,1.23,335.8667,1907.625625,Centripetal,Arabia
MDF-61,1267,8,58.68,35.66,47.24,38.51,7.57,32.66,9.65,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.242167655,1.23,315.169,2474.0955,Centripetal,Arabia
MDF-61,1271,8,55.8,46.06,49.23,48.02,7.86,31.23,6.37,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.13345521,1.03,198.9351,2685.933,Centripetal,Arabia
MDF-61,1275,7,51.51,26.66,38.54,28.65,7.77,18.09,5.44,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.336533472,1.35,98.4096,1704.852225,Centripetal,Arabia
MDF-61,1568,6,31.34,25.96,32.57,32.67,7.1,18.97,4.52,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,0.962235186,1,85.7444,969.73795,Centripetal,Arabia
MDF-61,888b,5,51.94,37.24,34.19,26.3,9.21,24.78,5.94,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.519157648,1.3,147.1932,1712.9812,Centripetal,Arabia
Qafzeh XIX,2,10,44.53,15.75,22.86,12,3.37,5.74,2.53,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.947944007,1.91,14.5222,817.904775,Centripetal,Levant
Qafzeh XIX,5,6,55.23,38.88,36.71,15.83,7.02,42.37,5.53,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.504494688,2.32,234.3061,1769.154975,Centripetal,Levant
Qafzeh XIX,7,7,24.63,17.9,20.92,13.06,2.56,11.03,3.6,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.177342256,1.6,39.708,448.266,Centripetal,Levant
Qafzeh XIX,9,3,49.53,31.04,40.39,22,11.71,50.76,7.9,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.226293637,1.84,401.004,1657.02615,Centripetal,Levant
Qafzeh XIX,17,4,29.88,22.3,33.45,13.72,2.59,15.93,2.96,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,0.893273543,2.44,47.1528,768.8124,Centripetal,Levant
Qafzeh XIX,21,6,52.11,28.22,28.86,10.68,9.51,27.28,5.57,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.805613306,2.7,151.9496,1258.71705,Centripetal,Levant
Qafzeh XIX,23,7,34.28,30,40.8,14.06,9.56,15.5,2.12,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,0.840196078,2.9,32.86,1076.9062,Centripetal,Levant
Qafzeh XIX,24,5,38.28,21.21,35.31,17.88,9.14,22.8,4.52,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.08411215,1.97,103.056,1049.9247,Centripetal,Levant
Qafzeh XIX,27,4,28.07,12.94,14.4,10.81,3.27,10.98,1.58,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.949305556,1.33,17.3484,368.769625,Centripetal,Levant
Qafzeh XIX,31,6,65.23,43.86,42.88,19.91,8.52,30.14,11.84,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.521222015,2.15,356.8576,2438.460475,Centripetal,Levant
Qafzeh XIX,40,6,33.65,16,26.07,14.87,2.27,7.68,1.83,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.290755658,1.75,14.0544,698.321625,Centripetal,Levant
Qafzeh XIX,71,6,30.04,18.17,18.97,11.26,3.41,14.57,5.18,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.583552978,1.68,75.4726,505.9487,Centripetal,Levant
Qafzeh XIX,145,9,50.13,42.58,39.01,25.36,7.51,36.47,4.76,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.285055114,1.54,173.5972,1829.2437,Centripetal,Levant
Qafzeh XIX,274,7,67.07,28.54,36.89,30.99,8.05,17.65,7.56,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.818107888,1.19,133.434,2235.275425,Centripetal,Levant
Qafzeh XIX,277,8,35.2,25.08,27.27,25,6.31,24,5.96,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.290795746,1.09,143.04,920.656,Centripetal,Levant
Qafzeh XIX,325,5,47.16,17.35,19.53,7.17,4.41,10.3,3.19,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,2.414746544,2.72,32.857,749.6082,Centripetal,Levant
Qafzeh XIX,360,6,43.93,26.54,29.65,18.17,8.07,20.69,5.35,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.481618887,1.63,110.6915,1142.289825,Centripetal,Levant
Qafzeh XIX,404,3,27.32,33.93,38.23,31.3,8.71,38.02,8,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,0.714622025,1.22,304.16,967.7427,Centripetal,Levant
Qafzeh XIX,410,3,71.22,32.32,49.1,13,10.75,20.84,11.92,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.450509165,3.78,248.4128,2555.3736,Centripetal,Levant
Qafzeh XIX,446,8,66.23,30.97,37.39,13.04,6.65,18.14,7.14,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.771329232,2.87,129.5196,1966.865425,Centripetal,Levant
Qafzeh XIX,449,13,80.35,50.06,44.97,27,10.48,31.53,4.67,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.78674672,1.67,147.2451,3354.6125,Centripetal,Levant
Qafzeh XIX,501,9,38.04,33.97,39.38,8.74,5.68,31.13,6.69,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,0.965972575,4.51,208.2597,1155.1797,Centripetal,Levant
Qafzeh XIX,616,4,54.48,30.01,35.1,19.65,6.72,16.13,4.63,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.552136752,1.79,74.6819,1632.4932,Centripetal,Levant
Qafzeh XIX,739,5,36.9,44.38,30.26,12.62,4.79,20.88,4.84,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.219431593,2.4,101.0592,1084.122,Centripetal,Levant
Qafzeh XIX,744,8,46.15,35.05,25.93,21,4.34,34.65,8.78,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.779791747,1.23,304.227,1245.011625,Centripetal,Levant
Qafzeh XIX,755,7,31.02,18.17,32.76,21.33,6.94,4.61,2.39,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,0.946886447,1.54,11.0179,814.4301,Centripetal,Levant
Qafzeh XIX,779,7,59.48,26.83,18.23,17,5.62,13.5,2.79,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,3.262753703,1.07,37.665,1193.9123,Centripetal,Levant
Qafzeh XIX,2252,4,26.28,13.23,18.69,8.51,2.01,6.89,1.09,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.406099518,2.2,7.5101,388.4184,Centripetal,Levant
Qafzeh XIX,,6,26.88,15.41,14.93,10.45,2.52,13.14,4.8,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.800401875,1.43,63.072,374.4384,Centripetal,Levant
Tor Faraj,260,5,30.23,22.86,34.68,30.51,6.32,21.7,4.24,chert,Chert,1,0,0,0,29.93739638,35.32052947,55,60,65,1,0.824175824,182,0.871683968,1.14,92.008,927.531975,Centripetal,Levant
Tor Faraj,261,7,42.3,21.44,22.43,11.47,5.17,21.47,5.48,chert,Chert,1,0,0,0,29.93739638,35.32052947,55,60,65,1,0.824175824,182,1.885867142,1.96,117.6556,822.41775,Centripetal,Levant
Tor Faraj,277,6,41.83,25.81,36.99,28.78,7.65,27.43,7.98,chert,Chert,1,0,0,0,29.93739638,35.32052947,55,60,65,1,0.824175824,182,1.130846175,1.29,218.8914,1344.520775,Centripetal,Levant
Tor Faraj,279,3,46.19,34.58,29.76,21.14,9.51,38.12,3.77,chert,Chert,1,0,0,0,29.93739638,35.32052947,55,60,65,1,0.824175824,182,1.552083333,1.41,143.7124,1330.7339,Centripetal,Levant
Wusta,51,7,43.67,17.38,34.62,22.57,9.04,10.32,2.95,ferruginous quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.26140959,1.53,30.444,1192.081825,Centripetal,Arabia
Wusta,71,8,41.39,24.73,26.23,17.56,5.18,19.22,3.65,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.577964163,1.49,70.153,980.425625,Centripetal,Arabia
Wusta,91,6,38.12,29.25,32.79,28.85,11.7,11.09,4.45,ferruginous quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.162549558,1.14,49.3505,1178.6704,Centripetal,Arabia
Wusta,106,5,28.1,18.31,17.64,11.34,4.3,15.48,4.51,quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.592970522,1.56,69.8148,456.13325,Centripetal,Arabia
Wusta,181,7,56.99,19.26,32.2,20.48,7.85,9.08,3.24,ferruginous quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.769875776,1.57,29.4192,1483.73465,Centripetal,Arabia
Wusta,200,6,46.22,24.16,35.42,11.3,11.83,32.77,12.37,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.304912479,3.13,405.3649,1228.2965,Centripetal,Arabia
Wusta,202,6,32.75,12.73,18.79,14.39,3.45,4.14,1.34,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.742948377,1.31,5.5476,529.73125,Centripetal,Arabia
Wusta,216,5,25.2,15.96,25.25,32.81,7.95,12.16,5.15,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,0.998019802,0.77,62.624,625.401,Centripetal,Arabia
Wusta,232,6,35.1,9.66,20.01,16.51,5.13,8.77,4.77,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.754122939,1.21,41.8329,580.81725,Centripetal,Arabia
Wusta,236,6,35.11,25.34,30.09,23.12,9.88,24.62,12.35,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.166832835,1.3,304.057,953.5876,Centripetal,Arabia
Wusta,236,6,21.63,18.44,20.35,17.1,7.74,11.22,3.65,ferruginous quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.062899263,1.19,40.953,412.2678,Centripetal,Arabia
Wusta,258,7,21.41,15.43,17.57,12.14,6.47,14.87,6.17,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.218554354,1.45,91.7479,335.655275,Centripetal,Arabia
Wusta,261,5,28.32,16.95,18.85,13.39,4.83,14.52,3.36,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.502387268,1.41,48.7872,481.7232,Centripetal,Arabia
Wusta,272,8,36.38,28.03,37.6,27.44,12.32,18.94,6.15,ferruginous quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,0.967553191,1.37,116.481,1188.44365,Centripetal,Arabia
Wusta,304,4,23.75,14.45,20.33,19.59,5.24,9.12,3.36,ferruginous quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.168224299,1.04,30.6432,443.53125,Centripetal,Arabia
Wusta,313,4,25.44,20.49,20.69,14.06,4.78,19.6,7.6,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.229579507,1.47,148.96,482.9148,Centripetal,Arabia
Wusta,324,7,27.32,9.97,15.47,15.11,4.92,6.58,1.42,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.765998707,1.02,9.3436,382.6166,Centripetal,Arabia
